"Date","Price","Open","High","Low","Vol.","Change %"
"04/19/2016","437.8","430.0","439.0","428.5","12.05K","1.80%"
"04/18/2016","430.0","428.5","430.9","426.5","7.58K","0.36%"
"04/17/2016","428.5","432.5","433.5","426.4","8.48K","-0.82%"
"04/16/2016","432.0","431.5","435.7","430.5","7.71K","0.13%"
"04/15/2016","431.5","426.0","432.4","426.0","15.84K","1.28%"
"04/14/2016","426.0","424.8","426.4","424.0","4.13K","0.30%"
"04/13/2016","424.8","426.6","427.7","423.0","6.67K","-0.43%"
"04/12/2016","426.6","423.7","430.0","423.7","14.77K","0.67%"
"04/11/2016","423.7","421.3","423.9","418.8","6.40K","0.57%"
"04/10/2016","421.3","418.5","422.8","417.5","4.25K","0.68%"
"04/09/2016","418.5","418.5","418.8","412.0","6.33K","0.00%"
"04/08/2016","418.5","422.3","424.5","415.5","9.85K","-0.90%"
"04/07/2016","422.3","422.6","422.9","417.8","7.73K","-0.07%"
"04/06/2016","422.6","423.8","424.5","421.7","5.68K","-0.28%"
"04/05/2016","423.8","420.5","424.6","419.6","7.26K","0.78%"
"04/04/2016","420.5","420.6","421.2","416.3","5.75K","-0.03%"
"04/03/2016","420.6","420.3","421.7","417.6","4.25K","0.07%"
"04/02/2016","420.3","417.9","422.8","417.5","6.12K","0.66%"
"04/01/2016","417.6","416.0","417.6","414.0","5.41K","0.37%"
"03/31/2016","416.0","413.2","418.3","413.0","7.27K","0.68%"
"03/30/2016","413.2","416.0","416.0","408.6","9.04K","-0.63%"
"03/29/2016","415.8","424.1","426.4","407.5","23.30K","-1.95%"
"03/28/2016","424.1","427.4","428.0","422.4","9.25K","-0.77%"
"03/27/2016","427.4","416.7","431.0","415.8","22.33K","2.56%"
"03/26/2016","416.7","416.0","418.7","414.5","5.04K","0.17%"
"03/25/2016","416.0","415.3","417.0","413.0","3.69K","0.17%"
"03/24/2016","415.3","418.1","418.1","414.0","7.56K","-0.67%"
"03/23/2016","418.1","417.7","419.7","415.8","7.19K","0.10%"
"03/22/2016","417.7","411.9","418.7","409.9","10.20K","1.41%"
"03/21/2016","411.9","411.3","412.1","406.0","7.82K","0.15%"
"03/20/2016","411.3","408.4","413.0","407.9","5.66K","0.70%"
"03/19/2016","408.4","407.7","410.7","404.0","8.96K","0.17%"
"03/18/2016","407.7","418.8","418.9","403.0","21.09K","-2.64%"
"03/17/2016","418.8","417.3","420.6","416.7","8.31K","0.35%"
"03/16/2016","417.3","415.5","418.0","414.0","7.07K","0.43%"
"03/15/2016","415.5","415.9","418.8","412.8","9.63K","-0.12%"
"03/14/2016","416.0","411.9","417.9","411.8","9.21K","1.01%"
"03/13/2016","411.8","410.0","416.0","410.0","7.63K","0.44%"
"03/12/2016","410.0","420.5","421.8","406.5","17.02K","-2.49%"
"03/11/2016","420.5","416.5","423.6","415.5","15.46K","0.96%"
